ex_date,action_type,ratio,description,source_url
2019-12-19,split,10,Face value split from Rs 10 to Re 1 per unit,https://www.msei.in/corporates/corporate-securities-information/corporate-update/default?symbol=NIFTYBEES&type=4&vmode=vm
